domain,ip,port,service,severity,description,recommendation,banner,,,,,
account.uis.kaspersky.com,77.74.179.130,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://account.uis.kaspersky.com/
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Strict-Transport-Security: max-",,,,,
account.uisbeta.kaspersky.com,77.74.179.140,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://account.uisbeta.kaspersky.com/
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Strict-Transport-Security: ",,,,,
auth.ca.uis.kaspersky.com,94.158.243.37,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://auth.ca.uis.kaspersky.com/
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Strict-Transport-Security: max-",,,,,
auth.eu.uis.kaspersky.com,94.158.243.37,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://auth.eu.uis.kaspersky.com/
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Strict-Transport-Security: max-",,,,,
auth.hq.uis.kaspersky.com,77.74.179.130,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://auth.hq.uis.kaspersky.com/
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Strict-Transport-Security: max-",,,,,
auth.uis.kaspersky.com,77.74.179.130,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://auth.uis.kaspersky.com/
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Strict-Transport-Security: max-age",,,,,
auth.uisbeta.kaspersky.com,77.74.179.140,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://auth.uisbeta.kaspersky.com/
Server: Microsoft-IIS/10.0
X-Powered-By: ASP.NET
Strict-Transport-Security: max",,,,,
finance.kaspersky.com,93.159.230.228,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://finance.kaspersky.com/
Server: Microsoft-IIS/10.0
SPRequestGuid: 278997a1-5b31-b0e2-134c-fea54afce0fc
reque",,,,,
aktest.kaspersky.com,2.17.156.6,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Content-Type: text/html; charset=UTF-8
Location: https://www.kaspersky.com/
Server: 
Strict-Transport-Security: max-age=31536000; includeSubDomains
X-Server: fr2/
",,,,,
bug.kaspersky.com,212.5.110.130,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:02:59 GMT
Server: Apache/2.4.58 (Ubuntu)
Location: https://bug.kaspersky.com/
Content-Length: 317
Content-Type: text/html; charset=iso-885",,,,,
dnl-00.geo.kaspersky.com,62.76.91.139,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:33 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-01.geo.kaspersky.com,62.76.91.139,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:33 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-02.geo.kaspersky.com,62.76.91.139,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:33 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-03.geo.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:33 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-04.geo.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:33 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-05.geo.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:33 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-06.geo.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:33 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-07.geo.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:38 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-08.geo.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:38 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-09.geo.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:38 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-10.geo.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:39 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-11.geo.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:40 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-12.geo.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:40 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-13.geo.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:40 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-14.geo.kaspersky.com,95.167.139.6,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:40 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-test-internal.ha.kaspersky.com,62.128.100.15,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:41 GMT
Content-Length: 375
Location: https://www.kaspersky.com/download
Content-Type: text/html
Set-Cookie: klid=0f64803e6809d43d6962ed",,,,,
dnl-15.geo.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:41 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-16.geo.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:41 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-17.geo.kaspersky.com,212.8.233.167,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:41 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-18.geo.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:41 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
dnl-19.geo.kaspersky.com,62.128.100.79,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:42 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
downloads.upd.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:43 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
eap.kaspersky.com,212.5.110.130,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:03:50 GMT
Server: Apache/2.4.58 (Ubuntu)
Location: https://eap.kaspersky.com/
Content-Length: 317
Content-Type: text/html; charset=iso-885",,,,,
ktl.kaspersky.com,82.202.184.194,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:05:23 GMT
Server: Kestrel
Content-Length: 0
Location: https://ktl.kaspersky.com/",,,,,
p00.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:18 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p01.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:18 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p04.upd.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:18 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p05.upd.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:18 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p03.upd.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:18 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p08.upd.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:19 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p07.upd.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:19 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p09.upd.kaspersky.com,62.76.91.139,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:19 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p06.upd.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:19 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p10.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:20 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p11.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:20 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p12.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:21 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p13.upd.kaspersky.com,95.167.139.6,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:22 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p14.upd.kaspersky.com,95.167.139.6,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:22 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p15.upd.kaspersky.com,62.128.100.79,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:27 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p16.upd.kaspersky.com,62.128.100.79,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:27 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p17.upd.kaspersky.com,212.8.233.167,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:27 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p19.upd.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:27 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
p18.upd.kaspersky.com,62.128.100.79,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:27 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
prd.geo.kaspersky.com,62.76.91.139,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:39 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
s00.upd.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:57 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
s02.upd.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:58 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
s03.upd.kaspersky.com,46.46.184.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:06:58 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
s04.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:07:01 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
s05.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:07:04 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
s06.upd.kaspersky.com,93.191.13.100,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:07:04 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
s07.upd.kaspersky.com,93.191.13.211,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 301 Moved Permanently
Date: Thu, 24 Apr 2025 06:07:05 GMT
Content-Length: 376
Location: https://www.kaspersky.com/downloads
Content-Type: text/html

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD H",,,,,
